日期,N SAV,接电话人,时间,N° client,店名/公司名,cp,tel/wechat/来访,问题,处理人1,version,日期-机型,解决记录,处理时间,处理人2,结果,如果未能马上解决，补偿方法,处理时间,状态
06/05/2019,1901424,潘应女,10：23,CR7317001,shangai wok,73200,wx,"电脑很卡，旧的系统显示错误：menu id must have un value
当时买了两个主机，客人问换一个主机麻不麻烦，现在电脑很卡可能是因为这个主机用的时间有点久",谢思通,,neo        arcresto g        ,1.已询问客人在什么操作下弹出对话框         2.客人发来视频点单卡很久。另外电脑开机也很久，进软件也很久，同时问客人现在还有出现错误对话框吗    3.客人说现在没有错误对话框的情况，已和客人说下午技术人员给她做检测，技术人员会和客人联系,1.10:40      2.10:50,王森,已跟客人回复 可以换一个机箱 但是需要检测 数据倒过去需要费用,,14:34,1
06/05/2019,1901425,潘应女,10:29,CR6018001,le palais de noyon ,60400,wx/0613633141,"餐馆的打印机坏了，想买一个新的
刘昕联系过：客人2018年1月8日取走的机器，现在打印只打印一半，想问是否可以修理，如果不可以，再买一台新的，当天取走。",谢思通,,chic,1.客人准备把机器拿过来看，已经在路上了        2.客人已送来打印机和chic,1.11:15          2.12:20,谢远扬,借用一个打印机，并未发现开机卡的情况,,15：11,1
06/05/2019,1901426,潘应女,10:34,CR9218042,A et G,92800,"wx
01 42 91 35 81
06 88 17 34 46",之前客人把数据导出后去升级了系统，现在想把数据导入,池若媛,,"neo 
arcresto","客人导出了原有电脑的数据，因为联机需要升级arcresto，但是会计把营业额的单子搞丢了，客人想导入数据然后打印月营业额，电脑中不显示。
20/05/2019周一下午 rdv 王森
20/05/2019 rdv取消，周四或周五23或24/05/2019 客人会微信联系我们重新约rdv",11：00,,,,,1
06/05/2019,1901427,潘应女,10:38,,sengo,75018,0142096888,后台发票格式有问题。上星期连了远程改了以后，今天试了一下发现还是一样（wx有照片）,王森,,,"上星期只是拿了表单 并没有修改 崔这边说改不了 需要专家看
 07/05/2019 转刘昕",14：38,王昶,已改好 07/05/2019,,,1
06/05/2019,1901428,潘应女,11:36,,KIM STOON,75009,0651857106,客人已经付了定金，想明天过来培训,刘昕,,,,,,,,,1
06/05/2019,1901429,潘应女,11:42,CR7519010,AKUN & CO,75008,WX,客人问能不能今天来取机器,刘昕,,,,,,,,,1
06/05/2019,1901430,潘应女,11:59,CR6318004,ASIA,63120,0681499919,"想要加两台PDA，单子直接进到不带认证的机器
今天可以过来取",李钦,,,,,,,,,1
06/05/2019,1901431,潘应女,12:03,CR9318029,HAO YE,93130,WX,打emporter的fiche de repas 无法选人数,潘应女,,,直接回复,,,,,,1
06/05/2019,1901432,潘应女,12:17,CR7818033,sushi taro,78300,wx,"想改厨房单格式
打emporter的fiche de repas 无法选人数
客人需要打出来的单上面有序号",潘应女,,,直接回复,,,,,,1
06/05/2019,1901433,潘应女,13:31,CM9119001,LE LONGCHAMPS,91700,来访,"连一个外接打印机
接1901410",谢思通,,neo,1.打印机不法打印，已接收neo及电源线，已填单,12：30,韩冬青,"让崔 外接一个打印机 让客人测试 备份了数据库和软件 让专家检测。
检测出问题后，再问客人是要用NEO 还是要换LUXE",,,1
06/05/2019,1901434,潘,13:33,CR7318003,SUSHI POWER,73000,WX/0695929618,打印机不出纸，只出来一小节带黑线的白纸（wx有照片）,池,0515,,"打印机什么都打印不了，就是一条黑色的道
06 95 92 96 18联系这个号码 lin先生
22/11/2018开始使用机器，今天早上出现这个问题，打印机已检查过，也关机重启过，都不行，店里可以接网线连远程。",14:25,森,已联系客人 客人同意升级到49.9 要提供一台借用机 需要给客人发devis和提供方案 已给供应商发信 问可不可以换打印机部件,,15:00,1
06/05/2019,1901435,谢思通,15:00,CR7518038,Panasia,75015,来访,"1.PDA合上盖子就关机了
 2.neo打印机合盖处卡扣断裂",谢思通,,neo,"1.电池接触不良，
2.客人还没决定是否返厂 (需再次确认是否需要返厂修理）见1901459     
3.客人留下PDA修理
4.客人已签字领走PDA
","1.下午03:05:00 2.15：12
4.14:50  07/05/2019",谢远扬,PDA机器内部未连接好，已接好，不会乱关机了,,,1
06/05/2019,1901436,谢思通,16:00,CR9219006,EV. AL,92300,来访/0620836092,"1.缴月费
2. 刘昕之前答应客人给升级到可以查找livraison历史订单的版本（客人是0515,0101b8可以查看）
17:33 转王森",谢思通,,,1.已交年费,1.下午04:00:05,王森,已经打过电话 客人说17：45会到店里 打到公司升级  远程看到客人已经是20190101B8 转刘昕,,17:16,1
06/05/2019,1901437,潘应女,17:05,CR9518025,Eurasia,95350,06 99 49 98 98,pda修好了吗,王森,,,已经打电话给ted 说已经修好 周二下午送回来 送回来之后需要测试 然后告知客人是否可以5月8号前取走,,谢远扬,约RDV 07/05/2019 10:00后来拿,,,1
06/05/2019,1901438,潘应女,17:26,CR7818012,nagoya,78800,wx,出现windows系统即将到期提示（wx有照片）,池若媛,,,转给王森,,王森,"RDV 周三下午 08/05
已激活",,17:51,1
06/05/2019,1901439,潘,15:03,,ASHENG (下家）,68210,wx/0652426289,买了CR6818008的机器，想约个时间改资料。（上家还没有和我们联系过）接上1901417,谢思通,,neo,"1.已发报价表，客人回复没问题
2.客人约5月8日下午拿机器到公司","1.17:20
2.17:40",,,,,1
07/05/2019,1901440,潘,10:15,CR7718011,HUGO,77500,0751462347,不会备份数据,潘应女,,,微信发视频,,,,,,1
07/05/2019,1901441,潘,10:19,CR7818038,DELICE HOKI,78700,wx,并账后还可以改支付方式吗,潘应女,,,直接回复不可以，把单打出来和会计说一下就好了,,,,,,1
07/05/2019,1901442,潘,10:20,CR9118009,SIAMLIN ,91600,wx,"要30/04/2018 1239.1Ht  发票 
simonlin1995@gmail.com",韩冬青,,,已发,"11:58
07/05/2019",,,,,1
07/05/2019,1901443,潘应女,10:23,CR7818008,ICHIBAN,78300,wx,要月费发票  xxu2206@hotmail.com,韩冬青,,,已发,"11:56
07/05/2019",,,,,1
07/05/2019,1901444,潘应女,10:23,,SUSHI WOK,68390,wx,问公司有卖没有自动找零的机器,潘应女,,,直接回复,,,,,,1
07/05/2019,1901445,潘应女,10:34,,Chinatown kinii,76290,wx,不知道哪款平板电脑可以装我们软件,李萌,,,,,,,,,1
07/05/2019,1901446,潘应女,10:56,CR6018007,AU COMPTOIR,60000,EMAIL,要发票,韩冬青,,,已发,"12:17
07/05/2019",,,,,1
07/05/2019,1901447,潘应女,11:02,CR7818047,NAKASHIMA/ MATHI,78480,0652857189,问之前寄给了我们年费的发票和合同收到了吗，收到了的话给他发一下发票,韩冬青,,,已发,"11：59
07/05/2019",,,,,1
07/05/2019,1901448,潘应女,11:10,CR6919001,nouveau pavillon,69000,wx,"1.想将小票信息显示在一行，微信有图。
之前未解决的问题。
2.减十欧
3.备份问题",池若媛,,,"李萌
",11:30,,,,,1
07/05/2019,1901449,潘应女,11:20,CR9418001,SAMOURAI,94100,0612073457,"明天被查账，有的时候不出ticket没问题吗.
不知道要准备什么",池若媛,,,已给客人回复，建议客人来一趟公司，但是时间不合适，不再给予回复,11：45,,,,,1
07/05/2019,1901450,潘应女,11:27,CR7317001,shanghai wok,73200,"0479388308
0614162998","昨天下午约了RDV，客人有事没有升级。能不能今天下午三点后升级
13:48 客人来电说营业已经快结束了，随时可以升级
16:08 客人快下班了，用手机号码和他联系",谢思通,,,已回复客人可以,11:41,谢远扬,已和客人联系，建议换主机，,,,1
07/05/2019,1901451,潘应女,11:26,CR6218004,WOK KING,62880,0620846967,两台电脑连不起来，显示connexion echoue,池若媛,,,"回复客人先检查网线的连接和连线，想问客人要照片看ip地址是否改变，但是客人已重启，等客人回复。
重启后已可以正常使用。","11:40
12:16回电话确认情况",,,,,1
07/05/2019,1901452,潘应女,11：55,CR9219006,EVAL,92300,0620836092,需要月账有日账的detail,潘应女,,,wx发视频,,,,,,1
07/05/2019,1901453,潘应女,12:03,CR9118013,WOK SUSHI,91940,0650243077,"把数据拷到u盘以后，客人说看不了
查账的人也说打不开，没办法看账",池若媛,luxe：1.1.0 180226,,"1.客人两个机器，neo的数据导出过，在我们这里修，买了luxe回去用，现在luxe导出的数据无法读取。
2.和客人约09/05/2019周四拿U盘过来查看 （专家说有可能会出现这个问题。专家和崔 都可以查看USB）
","1.12：23
2.17:18",,"09/05/2019 客人把usb带来，要了查账信
发信 devis 等 已转许总 ",,,1
07/05/2019,1901454,潘应女,12:06,CR3818001,royal d‘asie,38150,wx,电脑出现-902错误（wx有照片）,池,,luxe,重启后就好了，已和客人解释，刚开机数据库还没有连接上，开机等个一分钟在进入收银系统就可以了。,12:12,,,,,1
07/05/2019,1901455,潘应女,12:15,CR7717006,O WOK ,77100,0160445133,"问pad修好了吗
见1901203",谢远扬,,,已和客人电话联系通知pda已经修好，来之前再和我们打电话说,,,,,,1
07/05/2019,1901456,潘应女,12:25,CR3118001,fujin,31120,0626122586,经常打印机卡，今天卡了半个多小时。之前有发过视频。现在已经好了,潘应女,,,让客人下次发生问题还是一样拍视频给我们,,,,,,1
07/05/2019,1901457,潘,13:31,CR7519011,kim spoon,75009,wx," 需要电子版发票
gillian8081@hotmail.com",韩冬青,,,已发,"13:37
07/05/2019",,,,,1
07/05/2019,1901458,潘,14:16,CR7518122,LES PATE VIVANT,75009,"WX/0608139414/
0620697027","无法进入老系统，有错误提示（wx有图片）
见1901466",思,,,（系统找不到指定文件）需远程查看，已要远程号照片,14:22,扬,客人在导出数据时，软件卡死导致数据库被清除，无法恢复。约RDV 8/5/2019 10:00再做检测,,,1
07/05/2019,1901459,思,14:40,CR7518038,Panasia,75015,来访,"
 neo打印机合盖处卡扣断裂",思,,neo,"
客人的机器需要返厂，13/05/2019 15:00拿返厂的机器过来，把数据导入到要带走的借用机器上，希望一小时内能做好拿走
注：ERP上此客人月服务费只到07/05/2019，未付后续月费，说是下次来的时候会带rib过来签49.9的月费。",15:00,,,,,1
07/05/2019,1901460,池,15:46,CR7517010,sushi story,75013,06 18 77 82 92/要来访,之前修过的pda 充电接口晃动 充不了电,思,,,已收到客人PDA，接口处坏了，充不了电。,14:20,谢远扬,"充电口完全脱落，要找小黑
07/05/2019 交给小黑后，和他说这是前两天刚修的，让他免费帮我们修。小黑说：pas de soucis",,,1
07/05/2019,1901461,潘,15:53,CR9418001,SAMOURAI,94100,0612073457,机器按一下没反应，按第二下才有反应,思,0101 b8,neo,"1.客人反映开机后有时候会死机，机器按第一下按钮会变成灰色，但没有点到菜，点第二次才能成功（有视频） 
2.已回复客人，可能是屏幕脏了，需清洗","1.下午04:10:00
2:17.25",,,,,1
07/05/2019,1901462,钦,16:51,CM7519004,利鑫,75012,0621544379, 联机无法下载数据,崔,0401b13,LUXE,"8号RDV转王森
ventap：1485591192/3199
  后台：270831232/6818
服务器：302340068/2742 网络连接ok
端口检查OK
服务器防火墙规则ok
数据库视图可查询
服务器地址192.168.2.2
ventap地址192.168.2.8
服务器是默认密码     8号上午10点联系客人要远程直接转交王昶处理",17：30,森,08/05上午要了远程 专家已经看过 数据更新已经没问题 ,,16：20,1
07/05/2019,1901463,昕,17:30,,SENGO,75018,0142096888,"打印多页发票时，只有第一页显示logo, 其他页面没有。",森,,,10/05 15：22 负责人不在 让客人有需求再联系我们,,,,,,1
08/05/2019,1901464,池,10:34,CM7518014,DR JEWELRY,75001,wx,"要18/04/2019 23.88欧的发票
info@darryring.com",冬,,,已发,10:44,,,,,1
08/05/2019,1901465,池,10:36,CR7818008,ichiban,78300,wx,"收到发票的邮件无法转发给会计，客人要求直接发给会计
socoger.qin@gmail.com",冬,,,已发,10:43,,,,,1
08/05/2019,1901466,池,10:17,CR7519011,kim‘s spoon,75009,wx,问机器的墨要是用完了怎么办,池,,,已回复公司机器是热敏打印机，并不需要用墨,10:17,,,,,1
08/05/2019,1901467,池,10:49,,les pates vivants,69002,来访,"把机器放在这里修，恢复数据，菜牌等
见1901458",森,,,已看过 data.fdb没有了 需要专家看能否恢复 专家周四下午来,12:06,,,,,1
08/05/2019,1901468,池,10:51,CR4419002,nippon grill下家,44200,wx/06 46 34 56 97,问地址，来访取机器,森,,,"1. 换公司 培训转张潇月
2. 张潇月反馈，客人机器 菜牌按钮 时有时无。发视频给王昶 许炜。给许炜 王昶打过电话，重新刷机，安装0515版本，之后0401出确认版本后，再给客人升级",11:45,,,,,1
08/05/2019,1901469,池,11:10,CR7518147,go grill,75002,06 52 57 80 18,15/05/2019下午15:20来取之前修的机器,,,,,,,"05/06/2019 已发维修证明
微信扫描件",,,1
08/05/2019,1901470,池,13:46,,china town kinii,76290,wx,推荐的平板也是老版的，现在很多都已经没有9.6屏幕了，都是10.1寸的，买几台还是可以的，但是像他们这种数量的是没有的。darty 和 boulanger都没有,池,,,已回复客人今天同事轮休，明天09/05/2019转李萌处理,,,,,,1
08/05/2019,1901471,池,13:00,,asheng/a la porte du bonheur,68210,来访,把上家的usb拿来了，neo也拿来了,森,,,客人已做培训，合同已签，明天09/05/2019转交思通接手，cui导出上家数据至usb 下家重新录入 并导入上家的菜牌,15:39,cui,已处理，详情见售后单。,,,1
08/05/2019,1901472,池,16:28,,cambrai,59400,wx,"1.问在arcresto上加了菜 为什么ventap上不显示
2.客人问怎么打印fiche de repas
3.fiche de repas为什么价格显示不一样 微信有图",,,,"1.转销售张潇月
2.已发视频
3.已解释，不同税率的东西分开显示了而已","1.16：36
2.17:22",,,,,1
08/05/2019,1901473,池,16:46,,cambrai,59400,wx,arcresto录菜拍，弹出错误对话框，微信有图,森,,,小数点问题 已远程调试,17：16,,,,,1
08/05/2019,1901474,潘,10:18,CR7518099,lx,75012,wx,"要去年买软件的发票
zhenmmc@hotmail.fr",冬,,,已发,10:25,,,,,1
08/05/2019,1901475,潘,10:20,CR9519004,sarl chunmao,95380,wx,四五天前一张不是刷卡的单子进成了刷卡的，现在还能改吗,昕,,,,,,,,,1
08/05/2019,1901476,潘,10:21,CR9118034,SAS LIN,91290,0623959695,"客人每过一段时间都要换MENU，但是发现老的menu无法取消
10:54 已经好了",思,,neo,问客人要视屏，与版本号,10:56,,,,,1
08/05/2019,1901477,潘,10:26,CR9518025,Eurasia,95350,06 99 49 98 98,pda开机后就死机了，无法使用触屏。重启也没用,池,,,"1.让客人拍视频，触屏无法滑动，pda用不了，怀疑是触屏坏了，让客人把pda拿来。
2.客人13:15已拿pda来公司","1.11：00
2.13:15",扬,客人接充电口时将内部的连接挤掉了，已连接，可以正常触屏,,,1
08/05/2019,1901478,潘,10:56,CR7318003,SUSHI POWER,73000,0679415994,打印机有一个配件坏了，之前说会和客人联系。现在客人来催，问具体解决方案，接上1901434,森,,,等供应商回复邮箱,,,,,,1
08/05/2019,1901479,思,13:00,,asheng/a la porte du bonheur,68210,"0652426289
/0613055125（上家tsukushi）","1.联系客人要U盘
2.需要算新号（冬姐）",思,,,"1.已联系下家，拿来的是读卡器，用我们的u盘15欧。
1.已联系上家，确定用我们的优盘15欧。
3.已联系下家，要NAF号，但还没出来，到时我们帮他改，只能一次
4.问客人要RIB，约17:00 09/05/2019来拿机器","1.11:00
2.11:20
3.11:25",,,,,1
08/05/2019,1901480,潘,10:59,无,CHEZ LEI,57000,0980376864,新客人咨询机器。需要中文的商品名（超市）,钦,,,,,,,,,1
08/05/2019,1901481,潘,11:33,CR9217004,CHINE EXPRESS,92100,06 63 71 34 64 ,问什么时候给她发数据。接上1901407,冬,,,"等崔做好
客人明天下午13:30来取数据",14:54,,,,,1
08/05/2019,1901482,潘,12:21,CR2718008,dragon sushi,27400,"0953583077
0232630457","旧系统换了新系统以后一年没用了，怕旧系统里面的数据丢失。想把数据备份出来。下午两点以后给客人回电话
14:34 转刘昕
16:48 转韩冬青",昕,,,客人收到查账信件,15:00,冬,已给客人发过邮件，报价过。客人如果有需要再导出。,,,1
08/05/2019,1901483,潘,13:31,CR9318029,HAO YE,93130,WX, addition可以自动连续出3张单吗,昕,,,回复：只能手动按三次,,,,,,1
08/05/2019,1901484,池,11:30,CR9118013,WOK SUSHI,91940,"0650243077
来访","接1901453
客人数据导出没有问题，导出的数据是做备份用的，查账的读取不了很正常
按正常查账问题走
15:29 客人不理解为什么要付钱，他认为看不了数据是我们电脑的问题",池,11:30,,"09/05/2019 客人把usb带来，要了查账信，发信 devis 等 已转许总 
数据导出要csv格式的 cui
15:40 已回复客人这是两件不一样的事，客人导出的数据是用做备份的，查账要看的不是这个",,冬,"已给客人发devis
让客人5月14日来取USB",,,1
08/05/2019,1901485,潘,15:06,CR1719001,JIANYE,17690,WX,不会增加付款方式,潘,,,已发视频,,,,,,1
08/05/2019,1901486,潘,16:01,CR9418033,LE BONHEUR CHINE,94430,WX,需要月账带日账功能,潘,,,微信发视频,,,,,,1
10/05/2019,1901487,思,10:00,CR7818033,Sushitaro,78300,WX,出厨房单打印时卡到3/4处10秒以上,思,,neo,"1.先让客人重新连接一下所有的线再开机试试
2.回访客人问题有解决吗，客人回复已解决","1.10:00
2.11:20 14/05/2019
",,,,,1
10/05/2019,1901488,池,10:07,CR9118013,wok sushi,91940,wx,月账单支付方式显示不全 微信有图,池,180226,,"需升级 问下午什么时候有时间 直接连远程就可以了
10/05/2019 下午15:30 升级至0101",10:08,扬,已升级到0101b8,,16:31,1
10/05/2019,1901489,池,10:10,CR7519011,kim s spoon,75009,WX,"微信发来视频，bouton famille无法更改 弹出错误对话框
",池,0101b8,,"已问客人要版本号
已给客人回复说目前已经报错给技术部，修正后会主动联系客人升级，目前只能让客人修改第二页第二个按钮","10：14
15:34",,,,,1
10/05/2019,1901490,思,10:03,CR6818008,tsukushi,68210,WX,询问是否已经拷贝好资料到usb,思,,,已回复，资料已经拷贝好了,10:16,,,,,1
10/05/2019,1901491,池,10:35,CR4417001,ruhong/nippon grill,44200,06 46 34 56 97,"1.打印facture没有totale
2.fiche de repas 打印不出来
3.我们这边没有帮她加酒水
4.怎么数据保存
5.月账可不可以直接发送给会计
6.证书更新 怎么更新",池,,,"1.2.3已转张潇月
4.发送视频
5.发送视频 并解释
6.直接回复",10:35,,,,,1
10/05/2019,1901492,池,12:26,CR6318004,asia,63120,wx,觉得报价太贵了不想要了,池,,,已转李钦,12:27,,,,,1
10/05/2019,1901493,池,13:48,CR6717003,aux bonheur d asie,67550,wx,客人微信发来图，说今天员工不小心把账并了，但是问客人要了并账时间设置，是15点以后。但是弹出对话框 今日已并账完毕,池,0915b2,,"已问客人要版本号并和客人解释，并账不可逆，今天剩下的单子只能明天再并了。
至于为什么会出现这个问题，我不知道，如果稍后有同事知道后请回复。",,,,,,1
10/05/2019,1901494,池,13:52,CR9318029,haoye,93130,wx,问可不可以手动改数量，而不是再输入一次code,池,,,已回复客人,13:55,,,,,1
10/05/2019,1901495,潘,14:43,CR7517018,PETIT VAPEUR,75003,0758110766,"要卖店，不知道怎么操作
收到了238.8欧的发票，如果要卖店的话还要交这笔钱吗",昕,,,,15:17,,,,,1
10/05/2019,1901496,潘,15:02,CR8318003,LE PALAIS D'OR,83500,0661298560,问什么时候更新证书,潘,,,直接回复,,,,,,1
10/05/2019,1901497,潘,15:34,CR7318003,SUSHI POWER,73000,0679415994,打印机有一个配件坏了，问具体解决方案，接上1901478,森,,,已恢复正在测试更换配件 让客人等一下消息,15:37,,,,,1
10/05/2019,1901498,潘,15:48,,asheng/a la porte du bonheur,68210,"0652426289
","16:20左右来取机器
接1901479
16:25 来访",思,,,已取走机器，已签字付支票,17:20,,,,,1
10/05/2019,1901499,潘,15:51,CR1418002,ROYAL WOK BAYEUX,14400,0664952337,问什么时候升级证书。尽量安排的早一点,潘,,,直接回复,,,,,,1
10/05/2019,1901500,潘,17:03,CR4419002,ruhong/nippon grill,44200,0646345697,不会加article,潘,,,wx发视频,,,,,,1
10/05/2019,1901501,潘,17:25,CR5918012,LE KYOTO,59400,0612864513,客人点的菜多了以后，第二块屏上无法显示所有点过的菜。能不能调。（客人有时间会发视频到微信）,,,"luxe 
",,,,,,,1
13/05/2019,1901502,池,10:04,CR9118014,grand fa,91130,"wx
0695898058","微信发来截图，单子打印出来没有菜，没有tva，也没有付款方式。
已问客人要版本号。",池,0515,,"1.等收到客人版本号后回复
2.已和客人解释出现这种情况的原因，（不给予升级，同wok jin）只需要报给会计即可。","1.10:04
2.11:19",,,,,1
13/05/2019,1901503,潘,10:14,CR7518023,asie st lazare,75009,wx,六月 15日关店，发票上contrat maintenance是年付的，一直到21/02/2020，应该怎么改,萌,,,,10:42,,,,,1
13/05/2019,1901504,潘,10:18,CR7518109,maison dong,75002,wx,不会改article,潘,,,已发视频,,,,,,1
13/05/2019,1901505,潘,10:21,CR4419002,ruhong,44200,wx,不会并账,潘,,,已发视频,,,,,,1
13/05/2019,1901506,潘,10:24,CR9218036,oki puteaux,92800,wx,客人想把旧电脑里的资料打出来，但连不了显示器，想今天把电脑带到公司来打印资料或者把资料打出来,池,,,"已问客人需要导出数据做什么用
做年账，会计丢了1.2个月。下午三点左右来公司",10:44,森,机器开不了机 来公司检测 硬盘里数据还在 给客人报价 客人说想先去修电脑,,16:02,1
13/05/2019,1901507,潘,10:28,CM7718001,naumy,77410,wx,"带认证的系统里的article都不见了，后台是正常的（wx有照片）
14:37 转池",池,0101,,"1.客人说更新了后台的资料，然后前台ventap上按钮名称都不见了
2.已给客人回复，自己手动添加按钮，已发视频
3.客人无法手动添加商品，按键无反应。微信有视频。转刘昕","1.10:48
2.11:42
3.12:14
转刘昕",,最后建议客人后台全部清空按钮，再重新添加按钮，再在ventap上更新按钮。,,17:15,1
13/05/2019,1901508,潘,10:29,CR7118001,sarl muyi,71300,wx,电脑一直死机，只能重启,思,,lux,"1.已问客人什么时候开始出现死机的，经常死机吗，有看第二块显示屏显示有没有问题。
2.客人已回复经常死机，回复客人是进行什么操作的时候会死机，还是一开机就死机，已要视频
3.客人回复打单，有时候出单，有时候点哪桌的时候死机，有空的时候发视频","1.10:42
2.11：02
3.11:15",,,,,1
13/05/2019,1901509,潘,10:30,CR9117002,snc le royal germain ,91250,wx,"要2062.86欧的发票
leroyalgermain@hotmail.com",冬,,,已发,10:39,,,,,1
13/05/2019,1901510,潘,10:32,CR1118001,new buffet,11100,0634471051,"pda无法搜索到局域网，天线只亮了两盏灯（wx有照片）
15:12 转远扬",思,,,"1.已回复客人连接PDA时是有什么错误提示吗，还是说没有搜索到要连接的WIFI
2.客人回复两台PDA都搜索不到WIFI，已询问客人防火墙是否关闭，firebird打开，ip地址，一切正常
3.让客人重新连接所有线，再先开路由器，再开天线试一试，如果还不行，问客人要所有接口处照片
4.客人发来照片，路由器灯都亮，天线还是只亮最下面两个灯","上午10:51:00
2.11：10
3.11:23
4.14:59",扬,"远程看的情况怀疑是天线损坏，跟客人约下周拿到公司再检测，将PDA暂时连接上路由器，17：00后跟客人具体说流程。
已经跟客人说明情况，并约RDV在20/05/2019下午检测天线，来公司。",,,1
13/05/2019,1901511,潘,10:39,CR2618001,"LEOPARD 26
金钱豹",26000,wx,老系统显示无法连接的错误提示（wx有照片）,思,,arcresto,"1.已回复客人检查下网络，是电脑没连接到网络
2.客人回复已解决","1.10:51
2.11:10",,,,,1
13/05/2019,1901512,潘,11:13,CR2718008,dragon sushi,27400,0953583077,"需要证书
查账的人不会使用，需要操作说明",冬,,,"1.已发邮件
2.已发视频，让客人进入NF525导出数据",,,,,,1
13/05/2019,1901513,思,11:35,,nouvel orient,93300,0666891525,客户信息导入不进去，要来访询问,,,,今天下午过来（未过来）,,,,,,1
13/05/2019,1901514,潘,12:29,CR9118013,WOK SUSHI,91940,0699258889,"接1901480
客人问什么时候来取u盘",,,,直接回复5/14，客人大概12:00左右到,,,,,,1
13/05/2019,1901515,潘,13:31,CR7518122,LES PATE VIVANT,75009,wx,"问电脑修好了吗
接1901458",思,,,已回复客人电脑还维修好，到时会联系,14:33,,,,,1
13/05/2019,1901516,潘,13:34,,mk chicken,75010,0614445754,"打印机不出纸，没有错误提示，打印的时候机器卡住
（michelle 的客人）",思,,arcresto,"1.已和客人联系，所有单都无法打印，重新连接所有的线也没有用。已要视频和照片
2.由于没有买arctesto g，无法继续给客人做客服，转michelle",14:20,,,,,1
13/05/2019,1901517,潘,14:42,CR7517015,YOKI,75014,0143351536,问什么时候升级证书,潘,,,直接回复,,,,,,1
13/05/2019,1901518,潘,14:57,CR9318003,TROPICOM EXO,93360,WX,"接1901317
约了下午15:00升级系统",思,0501,,"1.挂单每次第一张单显示D39
2.结账时卡在7/10一直不动，拔电源后，打出空单看。
已要远程
3.已联系客人","1.下午03:30:00
2.15:50
13",森,已升级20190101  ,,,1
13/05/2019,1901519,潘,14:58,cr9417003-2,sushi marolles,94440,0650028788, 客人27欧的单用34欧TR支付，员工写了一张avoir找给客人。但是系统里是自动用现金找了7欧。员工于是使用软件操作，想把找零方式改成avoir，但整张单都被退掉了。现在员工直接开了一张金额为27欧，用TR支付的单。这样可以吗？以后应该怎么操作,昕,,,,,,,,,1
13/05/2019,1901520,潘,15:50,CR7618003,SUN,76000,0768995167,"问什么时候升级证书
月费未交",潘,,,"1.直接回复
2.转李萌",,,,,,1
14/05/2019,1901521,潘,10:10,CR7519009,swadee,75017,wx,老系统怎么设置酒水不打折（转对面）,钦,,,转对面,,,,,,1
14/05/2019,1901522,潘,10:14,CR9219006,KYUDEN EVAL,92300,WX,CB付款的单自动用CB找钱正常吗,思,,,微信回复客人，是正常现象，如果想改支付方式可以在日账界面更改,10：21,,,,,1
14/05/2019,1901523,潘,10:16,CR7517010,sushi story,75013,WX,"要4月29日23.88的发票
LinaZhang88@hotmail.com",冬,,,已发,10：35,,,,,1
14/05/2019,1901524,思,"18:00
13/05/2019",CR7518038,Panasia,75015,,"
 1.neo打印机合盖处卡扣断裂,要返厂，想租用借用机，把旧机子数据导入到旧机子中，希望一个小时内做好，李钦反馈",思,,neo,"1.已询问客人什么时候过来
2.李钦反馈客人周四10:00 16/05/2019来
，客人会来公司签49的合同，由于时间紧迫需要提前准备","上午10:25:00
15:46",,,,,1
14/05/2019,1901525,思,11:34,CM9417002,marche de la gare,94600,WX,前台打印机打印时错误,思,0401-b8,lux,"1.已询问客人还有打印错误问题吗
","1.上午11:37:00
",,,,,1
14/05/2019,1901526,潘,12:04,CM7718001,naumy,77410,wx,"接1901507
客人按我们的提示在后台全部清空按钮，再重新添加按钮，再在ventap上更新按钮。还是不可以",,,,等王森 见1555,,,,,,1
14/05/2019,1901527,潘,12:06,CR0619001,la mer bleu,06150,0623647916,"打印机出现：print error，昨天的帐还没有打印。现在客人要来了，很着急
2.同一个桌台同时出两张单",思,,,"1.已询问客人是不是所有单都打不出
2.客人回复只是打日账，再次回复可以打印了
3.已回复客人可能是操作时","1.12:07
2.12:12",,,,,1
14/05/2019,1901528,潘,13:35,CM9419001,MKE,94,0646878659,"1.机器搜商品只能用code搜索，不能直接搜商品名
2.不能搜客人（用电话和名字都搜不了）",钦,,,,,,,,,1
14/05/2019,1901529,潘,13:55,CR5718001,M SUSHI,57100,WX,突然出现了7%的税率，以前从来没有出现过这个情况（wx有照片）,思,,chic,1.已回复客人可能是添加某个商品税率错了，找到改过来，然后把这个月的帐报给会计就好了（转李萌）,14:09,,,,,1
14/05/2019,1901530,潘,14:12,CR1318004,panasia,13002,0782370065,"厨房打印机出不了纸，齿轮卡住，让客人wx发视频
客人下午有别的事，比较着急
14:55 希望技术人员直接联系他，可以把别的打印机调到厨房先用",思,,neo,"1.已回复客人无法打印自检单，需要拿回来修
2.已回复客人可以把sushi的打印机换到88打印机，不换位置，然后寄坏机器过来，希望我们检测完告诉他大概要修多久","1.下午02:39:00
2.15:30",扬,"sushi 192.168.2.89
cuisine 192.168.2.88
bar 192.168.2.87
ticket USB
将cuisine 和 cuisine1修改到了sushi",,,1
14/05/2019,1901531,潘,14:14,CM7519002,primeur gravilliers,75003,0619677622,有一个客人每天买一点商品，月底结账，应该月底encaisser他的单还是怎么操作,钦,,,,,,,,,1
